Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Performance
39,28,71,1,72,63,52,4,12,10,Medium
40,25,62,1,74,55,46,4,13,6,Low
28,22,78,1,85,82,80,7,13,10,Medium
26,22,84,1,67,62,81,8,10,7,Medium
30,25,83,0,82,90,97,9,13,12,High
25,22,88,1,82,77,93,7,13,12,High
41,33,80,1,55,58,72,4,14,9,Medium
30,13,43,1,64,53,48,2,13,5,Low
36,20,55,1,56,47,59,4,10,6,Low
43,26,60,1,51,61,56,5,11,4,Low
35,22,62,1,58,57,58,4,12,6,Low
43,26,60,0,64,57,52,8,10,8,Medium
30,28,93,1,84,76,89,7,10,9,High
40,20,50,1,68,48,59,4,14,6,Low
44,42,95,1,77,85,81,7,9,8,High
22,19,86,1,95,88,99,9,12,11,High
49,46,93,0,80,93,90,7,11,10,High
33,20,60,1,60,64,76,4,10,7,Medium
34,22,64,0,58,64,62,5,8,6,Medium
22,16,72,1,63,61,63,6,13,10,Medium
40,20,50,0,47,58,54,1,12,6,Low
47,23,48,1,47,45,64,4,14,6,Low
26,22,84,1,77,82,81,6,13,12,High
41,16,39,1,68,53,67,1,12,6,Low
34,21,61,1,84,66,58,8,13,8,Medium
30,18,60,1,78,78,55,6,12,9,Medium
25,19,76,1,62,56,67,5,14,11,Medium
46,30,65,1,73,63,54,5,14,12,Medium
20,18,90,1,86,96,80,9,11,10,High
45,32,71,1,60,85,80,5,12,8,Medium
41,33,80,1,72,65,81,7,12,9,Medium
48,46,95,1,77,85,98,9,13,12,High
39,34,87,1,92,99,77,8,14,13,High
44,18,40,1,68,52,52,4,8,4,Low
44,26,59,1,64,55,53,1,10,4,Low
44,20,45,0,59,65,51,4,13,7,Low
24,19,79,0,55,88,52,7,13,10,Medium
46,23,50,0,71,68,43,5,10,5,Low
41,39,95,0,91,88,87,7,11,10,High
48,30,62,0,64,78,56,6,13,9,Medium
37,31,83,1,84,97,86,9,10,9,High
45,29,64,1,71,67,65,5,8,7,Medium
30,13,43,1,64,69,64,2,8,4,Low
21,15,71,1,62,73,76,7,13,10,Medium
42,33,78,1,63,79,58,7,12,10,Medium
33,30,90,1,79,92,81,7,9,8,High
36,31,86,1,84,79,83,7,14,12,High
40,25,62,1,70,76,55,8,14,12,Medium
46,45,97,1,95,93,94,8,11,10,High
25,17,68,1,80,78,61,4,10,7,Medium
32,16,50,1,70,61,49,6,10,6,Low
21,15,71,1,79,85,56,4,13,11,Medium
41,28,68,0,77,74,75,7,14,9,Medium
31,27,87,1,91,95,89,8,12,11,High
34,30,88,1,97,78,93,9,11,9,High
42,36,85,1,93,75,80,9,8,7,High
24,23,95,0,91,77,94,6,12,10,Medium
35,31,88,1,81,94,81,6,13,12,High
48,23,47,1,70,51,72,5,12,7,Low
30,27,90,1,84,93,93,9,13,12,High
45,22,48,1,53,66,55,3,10,5,Low
30,16,53,1,56,65,46,6,12,6,Low
44,18,40,1,50,60,49,5,13,7,Low
21,9,42,0,44,46,65,5,14,7,Low
49,47,95,1,92,93,79,9,13,12,High
46,33,71,1,56,87,60,7,13,10,Medium
31,22,70,1,71,74,80,6,9,6,Medium
28,23,82,1,63,63,87,8,14,12,Medium
38,16,42,1,46,60,59,3,12,7,Low
40,19,47,1,74,52,68,6,8,4,Low
47,27,57,0,69,68,61,6,8,4,Medium
24,20,83,0,81,80,94,9,9,8,High
20,14,70,1,75,79,71,5,14,9,Medium
29,11,37,0,63,49,74,5,8,3,Low
49,23,46,1,43,57,56,2,10,5,Low
33,20,60,1,53,59,48,5,10,5,Medium
36,32,88,0,87,92,72,8,14,13,High
29,18,62,1,79,73,82,6,12,10,Medium
47,36,76,1,64,89,83,8,13,9,Medium
31,30,96,0,95,94,77,8,8,7,High
48,37,77,0,77,60,73,5,11,7,Medium
26,15,57,0,69,74,52,8,8,6,Medium
28,19,67,0,89,70,88,6,10,8,Medium
26,23,88,1,98,92,82,7,14,13,High
38,18,47,1,66,71,68,6,10,5,Low
28,19,67,1,60,63,66,5,8,6,Medium
41,31,75,1,79,57,89,8,14,9,High
26,18,69,1,82,64,65,5,12,8,Medium
47,34,72,0,83,67,53,8,9,6,Medium
35,33,94,1,84,89,90,6,11,10,High
35,24,68,1,86,85,60,6,8,5,Medium
27,25,92,1,83,80,70,9,8,7,Low
21,13,61,0,62,67,58,4,14,11,Medium
35,33,94,0,95,86,95,7,11,10,High
40,32,80,1,78,57,51,4,8,6,Low
30,26,86,0,83,81,91,9,13,11,High
41,19,46,0,48,63,60,1,9,4,Low
43,26,60,1,56,60,63,4,10,5,Low
21,18,85,0,98,85,90,7,10,9,High
40,26,65,1,70,77,66,6,13,10,Medium
27,23,85,1,79,78,80,8,9,8,High
45,23,51,1,61,65,69,5,9,3,Low
32,15,46,1,57,49,73,1,14,6,Low
29,20,68,0,58,87,51,7,14,10,Medium
22,21,95,1,84,83,72,9,10,9,High
42,37,88,1,90,77,92,6,9,8,High
35,21,60,1,63,47,54,6,8,4,Low
48,35,72,1,85,88,66,8,13,9,Medium
41,27,65,1,75,87,79,7,9,7,Medium
48,31,64,1,81,59,77,6,10,8,Medium
33,27,81,1,86,78,79,7,9,7,Medium
30,22,73,0,74,73,63,6,14,9,Medium
45,41,91,0,94,85,96,6,8,7,High
23,17,73,1,80,73,80,4,13,9,Medium
29,27,93,0,77,87,87,8,8,7,High
29,24,82,1,92,92,95,6,14,13,High
34,29,85,1,97,76,96,9,12,11,High
23,19,82,1,82,99,94,9,13,11,High
24,16,66,1,83,89,76,5,9,7,Medium
37,17,45,1,74,62,43,6,11,4,Low
24,9,37,0,56,56,55,4,13,6,Low
42,31,73,0,87,68,89,4,8,6,Medium
22,13,59,0,44,67,58,1,10,4,Low
24,21,87,1,87,92,84,8,13,12,High
24,19,79,1,62,57,77,6,13,11,Medium
44,22,50,0,43,56,72,4,11,5,Low
30,26,86,1,87,84,70,9,13,11,High
43,31,72,0,65,58,52,5,10,6,Medium
35,18,51,1,46,65,69,5,8,3,Low
25,17,68,0,58,61,71,7,13,10,Medium
28,21,75,0,76,68,50,7,13,10,Medium
32,15,46,0,63,72,57,1,9,5,Low
40,35,87,1,96,98,92,7,11,10,High
25,22,88,1,76,94,90,8,10,9,Medium
28,12,42,1,64,47,51,2,10,5,Low
28,26,92,1,87,98,89,8,11,10,High
40,33,82,1,64,76,66,6,10,7,Medium
45,30,66,1,86,85,81,8,10,8,Medium
22,12,54,1,72,62,57,4,12,6,Low
36,15,41,0,57,59,74,4,11,7,Low
28,21,75,1,86,56,80,4,12,8,Medium
20,12,60,1,56,77,77,7,11,8,Medium
29,16,55,1,62,50,52,1,8,3,Low
36,29,80,1,66,86,61,7,13,11,Medium
43,34,79,0,85,68,58,4,9,7,Medium
28,21,75,1,63,69,56,5,11,8,Medium
38,19,50,0,42,70,43,6,11,6,Medium
42,39,92,0,75,90,79,6,10,9,High
42,37,88,1,99,92,91,6,11,10,High
31,23,74,0,89,60,81,7,13,10,Medium
44,27,61,1,60,64,51,7,13,11,Medium
38,33,86,1,85,96,71,6,9,8,High
29,23,79,0,88,71,58,6,14,9,Medium
26,10,38,0,62,50,40,3,12,4,Low
48,32,66,0,75,56,56,8,14,10,Medium
39,27,69,0,83,87,54,4,9,5,Medium
26,18,69,1,78,80,86,6,13,10,Medium
46,28,60,1,69,71,53,5,8,4,Low
41,35,85,0,80,93,81,8,14,13,High
31,27,87,0,85,75,92,7,9,8,High
33,25,75,0,64,86,62,4,13,10,Medium
24,19,79,0,63,61,89,8,9,7,Medium
35,27,77,1,76,62,74,7,14,10,Low
35,21,60,1,65,62,78,4,10,6,Medium
39,30,76,1,64,79,71,8,11,9,Medium
41,35,85,1,93,84,75,8,12,11,High
25,10,40,0,65,66,66,3,8,4,Low
20,8,40,0,46,46,74,4,8,4,Low
27,24,88,0,99,82,93,8,10,9,High
30,15,50,0,40,64,58,1,13,6,Medium
33,27,81,0,58,65,72,7,14,10,Medium
33,21,63,0,83,56,69,6,14,10,Medium
47,27,57,1,68,45,47,1,9,4,Low
45,24,53,1,47,61,54,6,11,5,Low
45,21,46,1,61,57,50,5,12,4,Low
47,28,59,1,70,56,55,2,9,5,Low
21,15,71,1,75,89,60,7,13,11,Medium
26,24,92,1,87,85,72,9,8,7,High
45,43,95,0,78,80,71,6,9,8,High
30,18,60,0,44,47,64,3,14,7,Low
40,19,47,1,61,51,72,4,12,7,Low
28,23,82,1,93,76,76,7,12,11,Low
37,16,43,1,46,71,40,2,11,5,Low
21,12,57,1,47,46,43,4,11,4,Low
45,39,86,1,80,95,88,9,11,10,High
44,40,90,1,80,83,96,8,14,13,High
40,32,80,1,59,78,58,6,10,7,Medium
29,12,41,1,45,53,71,6,11,6,Low
42,33,78,1,62,65,50,5,13,10,Medium
30,18,60,1,89,87,53,5,12,9,Medium
23,19,82,0,57,84,66,4,13,9,Medium
21,18,85,1,80,88,79,9,14,12,High
39,16,41,1,72,71,46,4,14,8,Low
28,16,57,1,64,48,67,3,8,4,Low
44,20,45,0,45,71,50,4,13,7,Low
29,28,96,1,90,85,91,6,14,13,High
37,23,62,1,62,59,72,4,9,6,Medium
36,16,44,0,49,47,64,4,13,8,Low
26,16,61,1,43,48,72,4,12,4,Low
29,17,58,1,63,71,44,2,12,7,Medium
44,29,65,1,72,63,54,7,12,10,Medium
44,41,93,1,80,91,88,7,10,9,High
21,11,52,1,63,50,62,2,9,4,Medium
43,42,97,1,91,94,91,6,14,13,High
36,35,97,1,94,87,86,7,14,12,High
49,37,75,1,59,82,63,6,12,9,Medium
22,20,90,1,88,79,90,8,10,9,High
49,28,57,0,47,71,51,2,9,3,Low
45,40,88,0,82,93,92,6,10,9,High
36,33,91,1,80,82,70,8,10,9,High
48,42,87,1,88,94,79,8,14,13,High
33,17,51,0,58,63,58,5,12,6,Low
22,12,54,1,62,56,65,1,14,8,Low
49,41,83,1,63,59,79,5,14,9,High
31,26,83,1,81,87,93,6,8,7,High
42,40,95,1,99,98,99,8,13,11,High
38,35,92,1,99,80,98,9,14,13,Low
27,18,66,1,68,85,70,6,9,6,Medium
33,16,48,0,50,58,70,1,11,5,Low
33,32,96,1,84,89,83,6,11,9,High
21,8,38,0,60,64,66,3,8,4,Low
24,15,62,1,81,62,50,6,11,7,Medium
21,12,57,0,55,65,73,2,11,5,Low
31,27,87,1,90,92,89,9,11,10,High
33,32,96,1,83,90,79,6,11,10,High
45,27,60,1,74,64,62,4,14,9,Medium
20,19,95,0,88,89,93,6,13,12,High
45,31,68,1,76,86,65,5,14,12,Medium
29,12,41,0,74,58,71,5,10,6,Low
43,24,55,1,51,65,68,2,14,7,Low
45,37,82,0,60,87,84,7,12,9,Medium
42,27,64,0,86,68,78,4,13,9,Medium
26,17,65,1,80,66,86,4,14,12,Medium
32,13,40,1,45,57,71,2,8,3,Low
40,27,67,1,76,87,74,6,8,5,Medium
35,18,51,1,43,63,44,4,9,5,Low
22,20,90,1,99,85,79,6,9,8,High
43,37,86,1,91,83,77,8,11,10,High
47,20,42,1,52,67,40,2,12,4,Low
21,8,38,1,65,58,42,6,8,4,Low
26,15,57,0,80,78,84,4,8,6,Low
37,24,64,1,82,74,64,7,10,6,Medium
20,12,60,0,83,81,68,8,12,9,Medium
43,37,86,1,85,89,73,7,8,7,High
46,19,41,1,73,52,40,3,13,7,Low
36,30,83,0,89,86,69,7,12,8,Medium
34,33,97,0,82,88,85,9,14,13,High
39,29,74,0,74,70,65,8,9,7,Medium
41,26,63,1,64,59,62,4,9,4,Low
41,32,78,1,86,67,73,7,10,6,Medium
48,41,85,0,91,93,90,9,13,12,High
41,24,58,0,86,60,83,5,14,12,Medium
37,36,97,0,97,92,78,8,8,7,High
42,27,64,0,80,66,72,5,8,5,Medium
37,28,75,1,71,83,86,8,14,10,Medium
34,14,41,0,41,73,63,2,9,5,Low
35,19,54,0,74,63,56,1,12,5,Low
25,19,76,0,60,69,53,5,9,6,Medium
44,38,86,0,96,83,91,7,10,9,High
31,23,74,0,73,58,53,7,8,6,Medium
44,37,84,1,86,75,70,6,10,9,High
33,32,96,1,86,78,95,9,9,8,Medium
45,28,62,0,78,70,89,5,13,8,Low
39,34,87,1,92,92,74,7,11,10,High
39,31,79,0,82,68,88,5,10,7,Medium
30,18,60,1,87,58,72,8,10,7,Medium
43,24,55,1,56,63,57,4,12,4,Low
29,28,96,0,97,75,97,9,13,12,High
23,18,78,1,62,66,89,4,11,7,Medium
44,36,81,1,68,67,89,6,9,7,Medium
22,18,81,1,86,87,62,6,8,5,Medium
38,26,68,0,59,83,70,5,12,8,Medium
48,43,89,0,90,93,92,9,14,13,High
30,21,70,1,56,82,66,8,12,8,Medium
26,20,76,1,70,82,57,8,14,10,Medium
20,12,60,1,77,62,80,7,10,7,Medium
28,21,75,1,73,76,79,4,13,8,Medium
43,20,46,1,42,47,42,1,12,5,Low
35,20,57,0,56,73,71,5,14,8,Low
48,25,52,1,59,49,58,6,9,5,Low
41,34,82,1,89,85,83,4,13,11,Medium
22,18,81,1,64,75,81,4,9,6,Medium
21,14,66,0,64,61,70,5,10,8,Medium
31,22,70,1,55,77,52,7,13,11,Medium
21,12,57,0,40,52,73,5,10,5,Low
43,18,41,0,51,72,53,6,9,5,High
33,20,60,1,58,79,77,7,13,9,Medium
36,34,94,0,90,88,77,6,8,7,High
49,37,75,0,70,75,58,6,10,8,Medium
39,29,74,0,55,55,53,8,8,6,Medium
31,20,64,1,89,71,50,7,9,7,Medium
40,25,62,1,77,73,87,6,8,6,Medium
48,30,62,1,74,47,54,6,14,8,Low
42,39,92,1,99,97,70,9,14,13,Low
43,30,69,1,86,66,86,6,9,6,Medium
22,19,86,0,80,78,94,9,11,9,High
31,14,45,0,71,62,72,2,12,7,Low
47,43,91,0,92,79,96,6,10,9,High
47,41,87,1,86,95,88,7,12,11,High
24,19,79,1,68,72,74,7,14,10,Medium
24,17,70,0,78,77,60,6,12,9,Medium
40,33,82,1,79,71,55,4,8,6,Medium
29,28,96,0,82,87,87,7,9,8,High
22,21,95,1,76,98,70,8,11,10,High
39,37,94,1,93,78,90,9,9,8,High
26,25,96,1,89,95,90,7,13,12,High
35,31,88,1,95,90,91,7,13,12,High
36,30,83,1,76,86,83,8,8,7,High
49,22,44,1,68,60,58,6,10,4,Low
29,12,41,1,46,74,44,5,13,5,Low
48,24,50,1,52,47,56,5,9,5,Low
28,21,75,0,78,83,63,8,8,5,Medium
27,25,92,1,96,77,96,8,14,13,High
37,32,86,1,84,89,77,7,12,11,High
45,43,95,1,80,97,79,8,8,7,High
41,37,90,0,87,94,78,8,10,9,High
48,43,89,1,85,95,91,6,11,10,High
22,16,72,1,76,58,77,6,10,8,Medium
45,31,68,1,71,64,68,8,13,9,Medium
38,34,89,1,78,84,92,9,12,11,High
21,15,71,1,82,55,78,7,8,5,Medium
32,12,37,0,67,69,55,1,11,5,Low
28,21,75,0,58,58,50,4,10,8,Medium
24,12,50,0,69,57,61,2,12,6,Low
27,26,96,0,84,83,74,8,9,8,High
36,23,63,1,84,71,59,5,14,12,High
26,16,61,0,58,69,56,4,13,11,Medium
42,23,54,0,46,64,69,2,8,4,Medium
21,19,90,0,79,93,82,8,14,12,High
43,24,55,0,72,48,59,5,8,3,Low
25,24,96,0,81,96,90,6,12,11,High
22,13,59,0,84,82,75,5,9,6,Medium
31,23,74,0,58,75,58,7,14,10,Medium
43,28,65,1,67,85,52,7,11,7,Medium
34,19,55,1,67,50,58,3,11,5,Low
34,19,55,0,73,74,62,1,8,4,Medium
36,31,86,1,78,99,80,6,9,8,High
35,24,68,1,85,79,63,7,9,7,Medium
29,19,65,1,62,86,83,6,14,9,Medium
38,35,92,0,92,90,80,6,14,12,High
33,19,57,1,66,61,83,5,14,11,Medium
47,21,44,1,64,58,67,2,13,6,Low
36,24,66,0,80,73,60,5,10,7,High
23,15,65,1,58,82,84,6,8,5,Medium
27,13,48,1,60,45,72,3,8,3,Low
25,19,76,1,89,75,67,7,10,8,Medium
47,20,42,1,45,60,43,5,12,5,Low
46,34,73,1,70,79,66,4,10,8,Medium
27,19,70,1,85,83,79,6,12,8,Medium
30,25,83,1,98,80,73,8,11,9,High
24,23,95,0,76,77,98,6,9,8,High
37,18,48,1,66,64,65,4,8,4,Low
38,36,94,1,93,75,77,7,10,9,High
33,20,60,1,44,60,72,2,12,7,High
45,42,93,1,99,97,94,7,14,13,High
28,23,82,0,85,80,73,9,8,7,High
38,25,65,0,78,55,84,8,9,5,Medium
25,17,68,1,74,72,51,7,9,6,Medium
38,26,68,1,85,72,87,7,11,9,Medium
32,16,50,0,53,63,51,1,14,8,Low
33,20,60,1,52,61,62,2,9,4,Low
23,9,39,1,41,70,53,6,14,7,Low
49,45,91,1,86,83,70,9,8,7,High
21,16,76,0,75,83,69,4,12,9,Medium
28,16,57,0,67,49,51,1,9,5,Low
49,37,75,1,71,68,59,8,13,11,Medium
32,15,46,1,60,69,60,6,8,4,Low
25,21,84,1,95,75,82,9,14,13,High
29,28,96,1,99,95,89,6,14,13,High
41,29,70,1,88,59,69,4,14,9,Medium
40,23,57,1,56,60,47,1,11,6,Low
20,8,40,1,46,66,53,6,11,4,Medium
46,32,69,0,84,60,87,5,13,10,Medium
37,31,83,1,80,84,92,8,10,9,High
27,19,70,1,88,68,80,8,12,10,Medium
33,17,51,1,64,53,67,1,8,3,Low
27,11,40,1,61,66,54,2,11,5,Low
30,23,76,1,78,61,80,4,12,9,Medium
33,27,81,1,76,85,56,8,12,9,Medium
28,13,46,1,47,52,65,1,11,7,Low
36,16,44,1,61,53,54,1,10,4,Low
28,19,67,0,88,61,63,4,8,6,Medium
44,27,61,0,65,71,58,3,10,6,Low
25,15,60,1,77,68,75,5,10,8,Medium
49,44,89,1,86,87,99,7,11,10,High
46,40,86,1,86,84,79,6,10,9,High
40,34,85,1,93,92,73,9,10,9,High
29,13,44,0,42,72,64,1,8,3,Low
41,24,58,1,75,66,86,4,11,9,High
46,27,58,1,88,62,68,4,11,7,Low
22,9,40,0,43,59,55,6,8,4,Low
32,30,93,1,76,96,81,9,14,13,High
47,44,93,1,93,83,73,8,14,13,Medium
32,20,62,1,85,80,63,6,13,9,Medium
21,13,61,1,72,58,49,1,12,7,Low
23,19,82,1,75,95,73,6,14,13,High
39,33,84,1,79,96,75,6,11,9,High
28,24,85,0,85,89,74,9,13,11,High
45,21,46,0,43,70,42,4,9,4,Low
44,36,81,1,87,75,57,6,14,11,Medium
20,15,75,1,63,56,86,7,13,11,Medium
40,31,77,0,71,73,61,7,10,6,Medium
34,21,61,0,72,52,50,5,14,6,Low
25,23,92,1,95,75,82,6,13,12,Medium
49,45,91,1,90,79,94,9,11,9,High
28,24,85,0,82,92,89,8,9,8,Medium
26,24,92,0,93,89,92,7,10,9,High
40,37,92,1,77,92,86,7,9,8,High
38,18,47,0,62,67,66,6,14,6,Low
27,25,92,0,82,92,79,8,12,11,High
43,39,90,1,99,83,75,7,11,10,High
39,19,48,0,70,74,43,1,10,5,Low
28,17,60,1,56,83,52,4,12,9,Low
32,14,43,1,49,55,55,6,14,7,Low
41,38,92,1,75,81,88,6,14,13,High
43,34,79,1,73,64,65,6,10,8,Medium
42,26,61,1,54,45,63,6,11,4,Medium
20,19,95,1,79,97,95,9,11,9,High
44,38,86,1,82,78,70,8,14,12,High
36,16,44,0,52,58,43,3,10,5,Low
34,22,64,1,76,68,64,7,14,11,Medium
24,15,62,0,88,61,89,5,11,8,Medium
34,20,58,1,63,63,45,1,12,6,Low
36,32,88,0,93,98,70,6,8,7,High
46,44,95,1,81,95,99,9,10,9,High
39,38,97,1,86,78,92,7,13,12,High
39,29,74,1,64,74,80,6,11,8,Medium
41,27,65,1,65,86,88,8,14,12,Medium
29,12,41,1,48,56,55,3,8,3,Low
21,13,61,1,57,77,72,4,14,10,Medium
42,38,90,0,95,77,76,7,14,12,High
44,36,81,0,75,65,53,4,12,8,Medium
24,17,70,1,56,77,76,8,8,5,Medium
36,32,88,1,92,90,83,9,14,13,High
41,17,41,1,72,61,55,6,12,5,Low
34,28,82,0,55,80,75,6,9,6,Medium
32,19,59,0,73,61,43,6,9,4,Low
36,28,77,1,75,62,63,4,13,9,Medium
30,28,93,0,82,82,92,9,9,8,High
32,31,96,1,97,91,85,6,8,7,High
27,26,96,1,91,93,93,7,14,13,High
48,30,62,0,40,73,49,1,9,5,Low
39,36,92,1,75,99,80,9,14,13,Medium
23,21,91,1,86,93,74,6,10,9,High
34,31,91,1,97,79,88,7,10,9,High
34,18,52,1,52,65,70,6,13,7,Low
38,24,63,1,81,69,50,5,9,7,Medium
32,18,56,1,57,60,66,5,13,8,Low
42,33,78,0,68,69,82,4,14,12,Medium
35,24,68,1,85,80,55,8,10,7,Medium
40,29,72,1,74,71,81,8,9,6,High
37,23,62,1,79,75,59,7,13,11,Low
42,20,47,1,45,48,54,6,9,4,Low
32,14,43,1,66,55,45,6,10,5,Low
28,13,46,0,63,50,57,6,12,7,High
44,26,59,0,73,49,53,6,11,5,Low
38,33,86,1,92,85,89,9,9,8,High
36,31,86,1,75,80,99,8,10,9,High
39,16,41,1,55,45,62,2,9,4,Low
48,41,85,1,84,81,81,7,11,10,High
47,41,87,0,97,82,81,7,13,12,High
20,19,95,1,87,96,99,9,14,13,High
45,44,97,1,88,96,78,9,14,12,High
40,30,75,1,88,83,57,8,14,9,Medium
25,24,96,1,86,76,71,8,9,8,High
49,23,46,0,45,45,53,4,10,4,Low
48,37,77,1,85,64,52,7,11,8,Medium
44,29,65,1,85,60,68,7,12,9,Medium
44,29,65,0,61,65,51,4,8,5,Medium
33,25,75,1,55,80,70,5,12,8,Medium
27,26,96,1,91,78,78,8,13,12,High
42,19,45,1,42,62,51,4,9,4,Low
44,26,59,1,59,63,64,1,10,4,Low
36,28,77,1,85,72,86,4,11,9,Medium
47,41,87,0,99,88,95,9,12,11,High
23,14,60,1,63,57,80,4,10,6,High
47,22,46,0,53,50,59,3,12,7,Medium
20,12,60,1,57,67,68,8,14,10,Medium
30,19,63,1,69,86,83,5,13,11,Medium
47,29,61,0,53,69,73,6,14,8,Low
36,25,69,1,88,82,55,8,10,7,Medium
21,17,80,0,87,85,91,6,14,13,High
48,31,64,1,79,78,82,7,9,7,Medium
29,27,93,1,93,93,82,9,14,13,High
30,22,73,0,83,85,86,6,12,9,Medium
39,17,43,1,41,67,49,5,9,5,Low
29,17,58,0,68,86,76,7,8,6,Medium
21,13,61,1,41,47,68,4,10,5,Low
49,46,93,0,91,79,77,7,9,8,High
45,33,73,1,64,83,53,8,12,8,Medium
27,19,70,0,56,80,80,6,10,8,Medium
47,36,76,0,85,65,70,6,13,10,Medium
38,25,65,0,61,69,81,4,10,6,Medium
25,22,88,1,91,99,99,7,8,7,High
34,33,97,1,92,76,96,9,11,10,High
49,44,89,1,84,81,90,7,11,10,High
47,25,53,1,74,72,56,6,14,5,Low
39,36,92,0,78,83,73,7,9,8,High
23,14,60,0,55,61,88,4,14,9,Medium
29,28,96,1,81,88,75,8,13,12,Low
29,21,72,1,72,72,84,5,14,9,Medium
27,16,59,1,75,69,79,8,8,5,Medium
42,41,97,1,83,91,79,9,12,11,High
20,10,50,1,45,64,65,2,12,5,Low
47,41,87,1,94,93,70,7,8,7,High
44,20,45,0,64,71,68,4,13,5,Low
32,16,50,1,72,61,51,3,12,5,Low
49,34,69,0,55,61,56,4,10,7,Medium
24,11,45,0,61,68,72,6,14,8,Low
32,19,59,0,69,59,51,3,14,8,Low
31,12,38,0,65,51,65,4,9,4,Low
28,12,42,0,46,59,50,4,9,3,Low
37,28,75,1,84,62,71,4,11,7,Medium
20,12,60,0,81,65,83,8,12,9,Medium
48,20,41,1,71,55,65,2,10,4,Low
46,20,43,1,74,65,67,3,8,4,Low
48,38,79,1,86,81,74,7,13,10,Medium
38,35,92,0,85,92,91,8,9,8,High
46,31,67,1,65,65,56,6,13,9,Medium
43,35,81,1,55,69,66,4,10,8,Medium
20,18,90,0,83,97,84,6,12,11,High
29,26,89,1,82,88,86,7,9,8,High
47,46,97,0,96,92,80,8,10,9,High
34,22,64,1,63,75,55,4,13,11,Medium
38,23,60,1,49,49,70,6,12,4,Low
36,30,83,1,79,63,67,8,8,5,Medium
32,20,62,1,83,85,84,5,10,8,Medium
30,29,96,0,86,82,99,6,12,11,High
23,19,82,0,95,84,85,9,12,11,High
27,24,88,1,87,81,80,6,13,12,High
28,14,50,1,52,74,49,1,13,7,Low
20,18,90,1,93,84,99,6,9,8,High
22,11,50,1,56,62,46,2,8,4,Medium
25,12,48,1,57,46,52,1,13,6,Low
32,28,87,1,92,81,82,9,9,8,High
29,28,96,1,85,96,88,6,8,7,High
28,11,39,1,43,69,49,4,9,5,Low
48,19,39,1,54,51,40,5,12,6,Low
45,28,62,0,71,52,65,1,10,5,Low
26,12,46,1,56,63,47,2,13,8,Low
31,29,93,1,92,93,74,6,14,13,High
22,18,81,1,84,70,51,5,12,8,Medium
41,32,78,1,89,61,55,4,10,8,Medium
27,13,48,1,50,71,74,3,10,6,Low
31,19,61,1,62,89,65,7,12,9,Medium
34,33,97,1,87,76,73,8,13,12,Low
36,17,47,1,60,66,44,5,11,6,High
20,10,50,1,68,46,66,3,10,5,High
43,28,65,1,69,87,85,5,13,9,Medium
26,11,42,0,71,68,59,5,10,5,Low
29,28,96,1,78,91,99,6,10,9,High
42,26,61,1,85,65,82,8,9,8,Medium
26,25,96,1,79,90,77,6,12,11,High
41,37,90,1,87,81,81,7,9,8,High
21,13,61,1,60,55,70,6,10,8,Medium
49,42,85,1,80,99,81,9,8,7,High
23,19,82,0,55,86,78,8,11,8,Medium
33,15,45,1,58,59,52,2,11,6,Low
47,46,97,0,87,90,96,8,12,11,High
22,18,81,1,60,83,74,8,13,8,Medium
38,17,44,1,51,62,70,4,11,4,Low
34,31,91,1,75,82,96,9,8,7,Low
28,16,57,1,51,47,70,3,10,5,Low
30,29,96,1,92,98,88,8,11,10,High
37,36,97,0,88,92,72,6,9,8,High
33,23,69,1,61,62,76,6,10,7,Medium
25,24,96,1,89,84,98,6,13,12,High
21,20,95,0,87,75,90,6,10,9,High
24,19,79,1,76,83,88,7,10,8,Medium
23,13,56,1,68,48,44,5,10,6,Low
37,20,54,0,66,48,56,6,13,6,Low
40,27,67,1,77,66,54,6,13,9,Medium
33,19,57,1,66,73,61,3,9,3,Low
30,13,43,1,70,61,63,5,9,5,Low
42,22,52,1,52,58,67,5,13,7,Low
49,45,91,1,99,91,89,6,11,10,High
47,23,48,0,42,68,70,1,13,6,Low
49,47,95,1,78,80,95,9,9,8,Medium
24,22,91,0,91,78,80,6,8,7,High
41,18,43,0,53,46,62,6,13,6,Low
37,23,62,1,50,74,70,5,11,6,Low
45,23,51,0,71,55,46,2,11,5,Low
47,42,89,1,80,98,94,7,11,10,High
44,18,40,1,67,59,52,2,12,7,Low
43,37,86,0,85,78,94,7,11,10,High
48,27,56,1,63,63,67,1,8,4,Medium
23,13,56,1,70,70,40,5,14,5,Low
20,10,50,0,62,66,49,5,9,4,Low
24,21,87,1,90,91,74,7,8,7,High
39,36,92,1,95,84,70,8,8,7,High
20,10,50,0,63,45,67,5,11,5,Low
39,35,89,1,93,89,91,6,12,11,High
23,10,43,0,62,59,67,6,12,5,Low
38,35,92,0,94,80,90,8,13,12,High
22,13,59,1,84,85,80,5,14,9,Medium
25,21,84,1,99,85,82,9,12,11,Medium
44,42,95,0,95,95,79,7,12,11,High
40,39,97,1,94,99,75,6,10,9,High
45,38,84,0,66,78,83,5,9,6,Medium
37,35,94,1,76,90,81,9,13,12,High
35,17,48,1,63,51,72,6,9,4,Low
38,19,50,0,58,57,66,2,10,6,Low
23,10,43,1,67,48,57,4,10,4,Low
