Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Task_Completion_Rate,On_Time_Delivery_Rate,Overall_Quality_Score,Communication_Level,Is_Punctual,Meeting_Attendance_Rate,Performance_Index,Attendance_Consistency
32,15,46,1,55,61,68,4,10,4,0.4,0.68,58.0,0.4,1,46.875,56.00000000000001,0.73
41,27,65,0,73,82,69,4,11,9,0.8181818181818182,0.69,77.5,0.4,0,65.85365853658537,76.45454545454545,0.325
36,34,94,1,82,87,97,9,13,12,0.9230769230769231,0.97,84.5,0.9,1,94.44444444444444,89.57692307692307,0.97
49,44,89,0,97,99,76,6,12,11,0.9166666666666666,0.76,98.0,0.6,0,89.79591836734694,90.91666666666667,0.445
43,38,88,1,79,79,94,8,14,12,0.8571428571428571,0.94,79.0,0.8,1,88.37209302325581,84.42857142857143,0.94
36,26,72,1,79,60,52,4,12,7,0.5833333333333334,0.52,69.5,0.4,1,72.22222222222221,62.33333333333334,0.86
28,17,60,0,70,65,86,6,14,11,0.7857142857142857,0.86,67.5,0.6,0,60.71428571428571,74.89285714285714,0.3
24,19,79,0,81,56,88,4,14,9,0.6428571428571429,0.88,68.5,0.4,0,79.16666666666666,72.32142857142857,0.395
37,33,89,0,93,97,91,9,13,12,0.9230769230769231,0.91,95.0,0.9,0,89.1891891891892,93.32692307692308,0.445
33,20,60,1,62,73,83,6,8,5,0.625,0.83,67.5,0.6,1,60.60606060606061,70.125,0.8
44,43,97,0,82,87,82,9,11,9,0.8181818181818182,0.82,84.5,0.9,0,97.72727272727273,83.20454545454545,0.485
28,17,60,1,66,81,58,4,13,9,0.6923076923076923,0.58,73.5,0.4,1,60.71428571428571,68.5576923076923,0.8
25,19,76,1,81,75,82,5,9,6,0.6666666666666666,0.82,78.0,0.5,1,76.0,76.16666666666666,0.88
22,13,59,1,83,56,56,8,11,8,0.7272727272727273,0.56,69.5,0.8,1,59.09090909090909,66.93181818181819,0.7949999999999999
42,28,66,1,59,81,78,5,8,6,0.75,0.78,70.0,0.5,1,66.66666666666666,73.25,0.8300000000000001
22,11,50,1,42,68,47,2,11,5,0.45454545454545453,0.47,55.0,0.2,1,50.0,50.61363636363636,0.75
46,28,60,1,49,52,43,6,11,5,0.45454545454545453,0.43,50.5,0.6,1,60.86956521739131,47.36363636363636,0.8
36,31,86,1,89,82,79,6,9,8,0.8888888888888888,0.79,85.5,0.6,1,86.11111111111111,84.72222222222221,0.9299999999999999
33,29,87,0,93,85,97,6,10,9,0.9,0.97,89.0,0.6,0,87.87878787878788,91.25000000000001,0.435
28,23,82,0,79,62,72,4,8,5,0.625,0.72,70.5,0.4,0,82.14285714285714,68.875,0.41
22,16,72,0,65,81,63,5,8,7,0.875,0.63,73.0,0.5,0,72.72727272727273,74.125,0.36
43,31,72,1,63,63,74,6,8,7,0.875,0.74,63.0,0.6,1,72.09302325581395,71.875,0.86
41,25,60,1,54,49,44,2,12,5,0.4166666666666667,0.44,51.5,0.2,1,60.97560975609756,47.16666666666667,0.8
35,23,65,0,72,66,55,8,11,8,0.7272727272727273,0.55,69.0,0.8,0,65.71428571428571,66.43181818181819,0.325
25,22,88,1,95,79,81,8,14,12,0.8571428571428571,0.81,87.0,0.8,1,88.0,85.17857142857143,0.94
35,30,85,1,90,92,84,6,11,10,0.9090909090909091,0.84,91.0,0.6,1,85.71428571428571,89.22727272727272,0.925
23,21,91,0,99,94,88,7,12,11,0.9166666666666666,0.88,96.5,0.7,0,91.30434782608695,93.16666666666666,0.455
43,28,65,1,60,75,70,4,11,9,0.8181818181818182,0.7,67.5,0.4,1,65.11627906976744,71.70454545454545,0.825
21,16,76,1,83,63,52,8,8,5,0.625,0.52,73.0,0.8,1,76.19047619047619,65.125,0.88
28,24,85,1,96,76,81,8,14,13,0.9285714285714286,0.81,86.0,0.8,1,85.71428571428571,86.46428571428572,0.925
25,18,72,1,79,76,78,8,14,10,0.7142857142857143,0.78,77.5,0.8,1,72.0,76.10714285714286,0.86
22,12,54,0,63,45,48,1,9,5,0.5555555555555556,0.48,54.0,0.1,0,54.54545454545454,52.8888888888889,0.27
36,32,88,1,81,78,82,8,12,11,0.9166666666666666,0.82,79.5,0.8,1,88.88888888888889,83.16666666666667,0.94
33,23,69,1,60,68,85,8,10,8,0.8,0.85,64.0,0.8,1,69.6969696969697,73.25,0.845
22,20,90,1,88,92,88,9,8,7,0.875,0.88,90.0,0.9,1,90.9090909090909,88.875,0.95
24,20,83,1,76,87,93,8,10,9,0.9,0.93,81.5,0.8,1,83.33333333333334,86.5,0.915
45,27,60,0,44,61,48,2,14,8,0.5714285714285714,0.48,52.5,0.2,0,60.0,52.535714285714285,0.3
45,35,77,1,69,67,84,6,11,9,0.8181818181818182,0.84,68.0,0.6,1,77.77777777777779,75.45454545454545,0.885
37,19,51,1,46,48,64,6,12,6,0.5,0.64,47.0,0.6,1,51.35135135135135,52.0,0.755
44,37,84,0,80,92,89,6,9,8,0.8888888888888888,0.89,86.0,0.6,0,84.0909090909091,87.47222222222223,0.42
47,39,82,1,81,77,86,7,9,8,0.8888888888888888,0.86,79.0,0.7,1,82.97872340425532,83.22222222222221,0.9099999999999999
41,37,90,1,88,93,82,6,14,13,0.9285714285714286,0.82,90.5,0.6,1,90.2439024390244,88.96428571428571,0.95
21,20,95,0,96,91,87,7,9,8,0.8888888888888888,0.87,93.5,0.7,0,95.23809523809523,90.72222222222223,0.475
22,9,40,1,51,71,45,6,10,6,0.6,0.45,61.0,0.6,1,40.909090909090914,56.75,0.7
37,17,45,1,44,62,50,3,14,8,0.5714285714285714,0.5,53.0,0.3,1,45.94594594594595,53.28571428571429,0.725
23,12,52,1,68,50,65,2,13,6,0.46153846153846156,0.65,59.0,0.2,1,52.17391304347826,57.28846153846155,0.76
32,13,40,1,55,68,48,5,14,7,0.5,0.48,61.5,0.5,1,40.625,55.25,0.7
38,35,92,1,92,82,75,6,14,13,0.9285714285714286,0.75,87.0,0.6,1,92.10526315789474,85.46428571428571,0.96
33,22,66,1,62,81,59,6,8,5,0.625,0.59,71.5,0.6,1,66.66666666666666,66.125,0.8300000000000001
28,18,64,1,64,68,57,5,11,9,0.8181818181818182,0.57,66.0,0.5,1,64.28571428571429,67.70454545454545,0.8200000000000001
48,28,58,1,63,56,60,1,14,6,0.42857142857142855,0.6,59.5,0.1,1,58.333333333333336,55.46428571428571,0.79
29,16,55,1,56,67,49,2,12,5,0.4166666666666667,0.49,61.5,0.2,1,55.172413793103445,53.41666666666667,0.775
38,16,42,1,69,48,46,4,13,8,0.6153846153846154,0.46,58.5,0.4,1,42.10526315789473,56.13461538461538,0.71
43,29,67,1,80,66,75,8,11,9,0.8181818181818182,0.75,73.0,0.8,1,67.44186046511628,75.70454545454545,0.835
33,25,75,1,72,81,56,5,14,11,0.7857142857142857,0.56,76.5,0.5,1,75.75757575757575,71.89285714285715,0.875
48,38,79,1,75,69,68,7,10,6,0.6,0.68,72.0,0.7,1,79.16666666666666,68.0,0.895
30,25,83,0,80,67,61,6,14,9,0.6428571428571429,0.61,73.5,0.6,0,83.33333333333334,68.07142857142857,0.415
37,26,70,1,88,73,51,5,10,8,0.8,0.51,80.5,0.5,1,70.27027027027027,73.0,0.85
43,42,97,0,76,92,81,6,11,10,0.9090909090909091,0.81,84.0,0.6,0,97.67441860465115,84.97727272727273,0.485
22,20,90,1,83,82,96,9,14,12,0.8571428571428571,0.96,82.5,0.9,1,90.9090909090909,86.67857142857143,0.95
43,41,95,1,75,97,80,8,11,10,0.9090909090909091,0.8,86.0,0.8,1,95.34883720930233,85.72727272727272,0.975
48,43,89,1,78,96,72,9,9,8,0.8888888888888888,0.72,87.0,0.9,1,89.58333333333334,83.72222222222221,0.9450000000000001
24,22,91,1,87,99,80,9,9,8,0.8888888888888888,0.8,93.0,0.9,1,91.66666666666666,88.72222222222221,0.9550000000000001
44,32,72,0,70,73,89,6,9,7,0.7777777777777778,0.89,71.5,0.6,0,72.72727272727273,77.44444444444444,0.36
39,32,82,1,79,59,60,6,8,5,0.625,0.6,69.0,0.6,1,82.05128205128204,65.125,0.9099999999999999
31,24,77,1,69,71,60,5,9,6,0.6666666666666666,0.6,70.0,0.5,1,77.41935483870968,66.66666666666666,0.885
27,26,96,1,97,92,73,6,14,12,0.8571428571428571,0.73,94.5,0.6,1,96.29629629629629,86.92857142857143,0.98
37,33,89,0,85,86,98,9,10,9,0.9,0.98,85.5,0.9,0,89.1891891891892,89.75,0.445
47,43,91,1,79,91,98,6,10,9,0.9,0.98,85.0,0.6,1,91.48936170212765,89.5,0.9550000000000001
33,29,87,1,88,97,86,6,8,7,0.875,0.86,92.5,0.6,1,87.87878787878788,89.625,0.935
20,19,95,0,76,99,89,9,8,7,0.875,0.89,87.5,0.9,0,95.0,87.875,0.475
41,22,53,1,60,52,46,3,9,5,0.5555555555555556,0.46,56.0,0.3,1,53.65853658536586,53.3888888888889,0.765
43,25,58,1,62,54,40,5,13,7,0.5384615384615384,0.4,58.0,0.5,1,58.139534883720934,52.46153846153846,0.79
44,33,75,1,61,81,70,5,10,7,0.7,0.7,71.0,0.5,1,75.0,70.5,0.875
29,27,93,1,84,80,76,6,12,11,0.9166666666666666,0.76,82.0,0.6,1,93.10344827586206,82.91666666666666,0.9650000000000001
23,18,78,0,77,61,73,7,12,8,0.6666666666666666,0.73,69.0,0.7,0,78.26086956521739,69.41666666666666,0.39
42,41,97,1,78,75,82,8,10,9,0.9,0.82,76.5,0.8,1,97.61904761904762,81.25,0.985
44,27,61,0,73,77,66,6,14,9,0.6428571428571429,0.66,75.0,0.6,0,61.36363636363637,70.07142857142857,0.305
33,22,66,1,56,87,56,7,12,8,0.6666666666666666,0.56,71.5,0.7,1,66.66666666666666,66.41666666666667,0.8300000000000001
20,13,65,1,56,77,63,6,11,9,0.8181818181818182,0.63,66.5,0.6,1,65.0,69.45454545454545,0.825
21,16,76,0,78,58,54,5,8,6,0.75,0.54,68.0,0.5,0,76.19047619047619,66.25,0.38
41,35,85,1,81,77,95,7,12,11,0.9166666666666666,0.95,79.0,0.7,1,85.36585365853658,86.16666666666666,0.925
33,13,39,0,68,48,61,2,11,5,0.45454545454545453,0.61,58.0,0.2,0,39.39393939393939,55.61363636363637,0.195
48,27,56,0,56,49,47,6,9,5,0.5555555555555556,0.47,52.5,0.6,0,56.25,51.88888888888889,0.28
32,24,75,0,57,65,50,5,12,8,0.6666666666666666,0.5,61.0,0.5,0,75.0,59.66666666666667,0.375
49,29,59,1,64,61,40,1,12,7,0.5833333333333334,0.4,62.5,0.1,1,59.183673469387756,55.833333333333336,0.7949999999999999
26,17,65,1,67,84,62,6,11,8,0.7272727272727273,0.62,75.5,0.6,1,65.38461538461539,71.43181818181819,0.825
24,23,95,1,99,93,83,8,12,11,0.9166666666666666,0.83,96.0,0.8,1,95.83333333333334,91.66666666666666,0.975
35,18,51,1,46,69,70,1,14,8,0.5714285714285714,0.7,57.5,0.1,1,51.42857142857142,60.535714285714285,0.755
42,40,95,1,80,90,93,7,13,12,0.9230769230769231,0.93,85.0,0.7,1,95.23809523809523,88.8269230769231,0.975
33,22,66,1,55,73,53,5,8,6,0.75,0.53,64.0,0.5,1,66.66666666666666,64.00000000000001,0.8300000000000001
29,13,44,1,40,54,55,1,14,7,0.5,0.55,47.0,0.1,1,44.827586206896555,49.75,0.72
28,16,57,1,44,65,67,3,14,5,0.35714285714285715,0.67,54.5,0.3,1,57.14285714285714,52.92857142857144,0.7849999999999999
33,15,45,0,48,52,52,2,13,6,0.46153846153846156,0.52,50.0,0.2,0,45.45454545454545,49.53846153846154,0.225
25,23,92,1,75,86,82,9,13,12,0.9230769230769231,0.82,80.5,0.9,1,92.0,83.82692307692307,0.96
32,24,75,1,76,68,53,8,11,7,0.6363636363636364,0.53,72.0,0.8,1,75.0,65.1590909090909,0.875
49,25,51,1,67,45,68,3,13,6,0.46153846153846156,0.68,56.0,0.3,1,51.02040816326531,56.53846153846155,0.755
45,21,46,1,53,64,50,4,13,6,0.46153846153846156,0.5,58.5,0.4,1,46.666666666666664,53.28846153846154,0.73
29,24,82,1,75,87,58,4,12,10,0.8333333333333334,0.58,81.0,0.4,1,82.75862068965517,75.83333333333334,0.9099999999999999
38,27,71,1,83,89,52,5,11,7,0.6363636363636364,0.52,86.0,0.5,1,71.05263157894737,71.9090909090909,0.855
49,31,63,1,66,71,61,5,14,12,0.8571428571428571,0.61,68.5,0.5,1,63.26530612244898,70.92857142857143,0.815
25,21,84,0,89,89,87,9,14,13,0.9285714285714286,0.87,89.0,0.9,0,84.0,89.46428571428572,0.42
25,15,60,0,57,66,58,6,11,8,0.7272727272727273,0.58,61.5,0.6,0,60.0,63.43181818181818,0.3
22,12,54,0,40,73,72,2,14,8,0.5714285714285714,0.72,56.5,0.2,0,54.54545454545454,60.535714285714285,0.27
38,23,60,1,57,65,81,6,13,11,0.8461538461538461,0.81,61.0,0.6,1,60.526315789473685,71.90384615384615,0.8
25,16,64,1,73,63,65,4,10,7,0.7,0.65,68.0,0.4,1,64.0,67.74999999999999,0.8200000000000001
24,10,41,1,60,61,49,4,14,5,0.35714285714285715,0.49,60.5,0.4,1,41.66666666666667,51.42857142857142,0.705
26,18,69,1,63,81,59,7,13,8,0.6153846153846154,0.59,72.0,0.7,1,69.23076923076923,66.13461538461539,0.845
32,13,40,0,53,68,71,2,9,5,0.5555555555555556,0.71,60.5,0.2,0,40.625,61.888888888888886,0.2
29,22,75,0,65,69,54,6,13,8,0.6153846153846154,0.54,67.0,0.6,0,75.86206896551724,62.38461538461538,0.375
25,22,88,0,98,85,89,8,10,9,0.9,0.89,91.5,0.8,0,88.0,90.5,0.44
23,12,52,1,41,52,72,5,13,5,0.38461538461538464,0.72,46.5,0.5,1,52.17391304347826,50.86538461538461,0.76
32,28,87,1,85,81,78,8,11,10,0.9090909090909091,0.78,83.0,0.8,1,87.5,83.72727272727273,0.935
40,35,87,1,93,78,96,8,8,7,0.875,0.96,85.5,0.8,1,87.5,88.625,0.935
43,41,95,0,80,97,89,8,10,9,0.9,0.89,88.5,0.8,0,95.34883720930233,89.0,0.475
49,22,44,1,45,74,52,4,14,5,0.35714285714285715,0.52,59.5,0.4,1,44.89795918367347,51.67857142857143,0.72
36,31,86,1,97,95,89,8,14,13,0.9285714285714286,0.89,96.0,0.8,1,86.11111111111111,93.46428571428572,0.9299999999999999
25,18,72,1,87,63,64,8,8,5,0.625,0.64,75.0,0.8,1,72.0,69.125,0.86
37,35,94,1,94,89,76,6,11,10,0.9090909090909091,0.76,91.5,0.6,1,94.5945945945946,87.47727272727272,0.97
30,29,96,0,91,96,88,8,11,10,0.9090909090909091,0.88,93.5,0.8,0,96.66666666666667,91.47727272727273,0.48
24,18,75,1,62,74,70,7,8,5,0.625,0.7,68.0,0.7,1,75.0,67.12499999999999,0.875
30,25,83,1,75,91,94,9,10,9,0.9,0.94,83.0,0.9,1,83.33333333333334,87.5,0.915
49,44,89,0,95,89,84,8,12,11,0.9166666666666666,0.84,92.0,0.8,0,89.79591836734694,89.91666666666666,0.445
35,28,80,1,69,61,89,4,12,8,0.6666666666666666,0.89,65.0,0.4,1,80.0,71.41666666666666,0.9
26,23,88,1,93,81,90,9,8,7,0.875,0.9,87.0,0.9,1,88.46153846153845,87.875,0.94
43,37,86,1,76,94,88,9,14,13,0.9285714285714286,0.88,85.0,0.9,1,86.04651162790698,87.71428571428571,0.9299999999999999
24,11,45,0,59,67,63,1,12,6,0.5,0.63,63.0,0.1,0,45.83333333333333,59.75,0.225
47,26,55,0,51,54,56,5,14,7,0.5,0.56,52.5,0.5,0,55.319148936170215,52.75000000000001,0.275
25,10,40,1,74,58,59,5,9,3,0.3333333333333333,0.59,66.0,0.5,1,40.0,56.08333333333333,0.7
36,22,61,0,81,67,58,4,14,9,0.6428571428571429,0.58,74.0,0.4,0,61.111111111111114,67.57142857142857,0.305
42,31,73,1,56,66,57,6,14,11,0.7857142857142857,0.57,61.0,0.6,1,73.80952380952381,64.39285714285714,0.865
44,17,38,1,63,60,46,3,13,6,0.46153846153846156,0.46,61.5,0.3,1,38.63636363636363,53.78846153846154,0.69
27,17,62,0,88,68,63,8,14,10,0.7142857142857143,0.63,78.0,0.8,0,62.96296296296296,72.60714285714286,0.31
37,31,83,1,87,76,72,5,9,7,0.7777777777777778,0.72,81.5,0.5,1,83.78378378378379,78.19444444444443,0.915
34,21,61,0,71,77,78,7,11,8,0.7272727272727273,0.78,74.0,0.7,0,61.76470588235294,74.68181818181819,0.305
30,20,66,1,74,78,89,8,8,5,0.625,0.89,76.0,0.8,1,66.66666666666666,75.875,0.8300000000000001
36,34,94,1,75,88,87,7,13,12,0.9230769230769231,0.87,81.5,0.7,1,94.44444444444444,85.57692307692308,0.97
31,25,80,1,71,71,71,8,9,7,0.7777777777777778,0.71,71.0,0.8,1,80.64516129032258,72.69444444444444,0.9
36,20,55,1,53,48,48,1,9,4,0.4444444444444444,0.48,50.5,0.1,1,55.55555555555556,48.36111111111111,0.775
39,20,51,0,64,52,46,5,11,4,0.36363636363636365,0.46,58.0,0.5,0,51.28205128205128,49.59090909090909,0.255
33,31,93,1,91,84,83,8,8,7,0.875,0.83,87.5,0.8,1,93.93939393939394,86.375,0.9650000000000001
29,12,41,1,70,45,58,3,11,6,0.5454545454545454,0.58,57.5,0.3,1,41.37931034482759,56.88636363636363,0.705
36,17,47,0,41,55,69,5,10,6,0.6,0.69,48.0,0.5,0,47.22222222222222,56.25,0.235
49,38,77,1,76,71,64,4,9,6,0.6666666666666666,0.64,73.5,0.4,1,77.55102040816327,69.41666666666667,0.885
38,28,73,1,72,81,89,5,13,11,0.8461538461538461,0.89,76.5,0.5,1,73.68421052631578,81.65384615384616,0.865
49,38,77,1,81,79,68,4,12,8,0.6666666666666666,0.68,80.0,0.4,1,77.55102040816327,73.66666666666667,0.885
32,28,87,1,85,91,99,9,9,8,0.8888888888888888,0.99,88.0,0.9,1,87.5,90.97222222222223,0.935
25,21,84,1,94,99,93,7,8,7,0.875,0.93,96.5,0.7,1,84.0,93.375,0.9199999999999999
37,23,62,1,67,84,55,8,9,6,0.6666666666666666,0.55,75.5,0.8,1,62.16216216216216,68.16666666666666,0.81
39,38,97,1,80,97,78,6,9,8,0.8888888888888888,0.78,88.5,0.6,1,97.43589743589743,85.97222222222223,0.985
39,20,51,0,74,55,58,4,12,5,0.4166666666666667,0.58,64.5,0.4,0,51.28205128205128,57.166666666666664,0.255
22,18,81,0,82,65,77,5,8,5,0.625,0.77,73.5,0.5,0,81.81818181818183,71.625,0.405
48,42,87,1,99,93,90,7,8,7,0.875,0.9,96.0,0.7,1,87.5,92.375,0.935
46,40,86,0,99,89,72,7,9,8,0.8888888888888888,0.72,94.0,0.7,0,86.95652173913044,87.22222222222223,0.43
46,31,67,1,68,70,54,8,8,5,0.625,0.54,69.0,0.8,1,67.3913043478261,63.625,0.835
36,22,61,1,58,87,81,7,11,9,0.8181818181818182,0.81,72.5,0.7,1,61.111111111111114,76.95454545454545,0.8049999999999999
30,29,96,0,76,76,96,9,10,9,0.9,0.96,76.0,0.9,0,96.66666666666667,84.5,0.48
33,13,39,1,56,48,44,4,12,5,0.4166666666666667,0.44,52.0,0.4,1,39.39393939393939,47.41666666666667,0.6950000000000001
30,21,70,0,78,72,72,8,10,7,0.7,0.72,75.0,0.8,0,70.0,73.0,0.35
39,36,92,1,96,98,91,7,9,8,0.8888888888888888,0.91,97.0,0.7,1,92.3076923076923,93.47222222222223,0.96
43,27,62,1,84,55,85,6,9,6,0.6666666666666666,0.85,69.5,0.6,1,62.7906976744186,72.66666666666667,0.81
35,26,74,1,55,60,72,5,11,7,0.6363636363636364,0.72,57.5,0.5,1,74.28571428571429,62.6590909090909,0.87
38,23,60,0,74,86,87,7,11,9,0.8181818181818182,0.87,80.0,0.7,0,60.526315789473685,82.20454545454547,0.3
44,39,88,0,86,83,70,7,8,7,0.875,0.7,84.5,0.7,0,88.63636363636364,81.62499999999999,0.44
26,24,92,0,94,89,90,9,13,12,0.9230769230769231,0.9,91.5,0.9,0,92.3076923076923,91.32692307692308,0.46
43,41,95,0,77,84,96,9,13,12,0.9230769230769231,0.96,80.5,0.9,0,95.34883720930233,87.32692307692307,0.475
30,22,73,0,85,65,60,4,13,11,0.8461538461538461,0.6,75.0,0.4,0,73.33333333333333,73.65384615384616,0.365
37,28,75,0,81,55,85,6,8,6,0.75,0.85,68.0,0.6,0,75.67567567567568,74.00000000000001,0.375
20,14,70,1,71,68,83,7,11,9,0.8181818181818182,0.83,69.5,0.7,1,70.0,75.95454545454547,0.85
21,19,90,0,98,93,88,6,10,9,0.9,0.88,95.5,0.6,0,90.47619047619048,92.25,0.45
39,35,89,0,78,83,81,8,12,11,0.9166666666666666,0.81,80.5,0.8,0,89.74358974358975,83.41666666666666,0.445
44,41,93,1,79,78,80,9,10,9,0.9,0.8,78.5,0.9,1,93.18181818181817,81.75000000000001,0.9650000000000001
26,18,69,1,71,84,74,4,10,8,0.8,0.74,77.5,0.4,1,69.23076923076923,77.25,0.845
46,26,56,1,67,59,68,2,10,5,0.5,0.68,63.0,0.2,1,56.52173913043478,61.0,0.78
37,32,86,1,95,78,79,8,12,10,0.8333333333333334,0.79,86.5,0.8,1,86.48648648648648,83.83333333333334,0.9299999999999999
33,19,57,1,68,86,87,7,11,7,0.6363636363636364,0.87,77.0,0.7,1,57.57575757575758,76.1590909090909,0.7849999999999999
48,33,68,1,66,62,63,4,14,12,0.8571428571428571,0.63,64.0,0.4,1,68.75,69.17857142857142,0.8400000000000001
36,23,63,1,62,69,82,4,14,12,0.8571428571428571,0.82,65.5,0.4,1,63.888888888888886,74.67857142857143,0.815
26,11,42,1,48,47,72,3,13,7,0.5384615384615384,0.72,47.5,0.3,1,42.30769230769231,55.21153846153845,0.71
36,25,69,0,78,63,57,5,10,7,0.7,0.57,70.5,0.5,0,69.44444444444444,67.0,0.345
36,32,88,0,81,75,90,6,12,11,0.9166666666666666,0.9,78.0,0.6,0,88.88888888888889,84.41666666666666,0.44
33,19,57,0,53,54,54,2,13,5,0.38461538461538464,0.54,53.5,0.2,0,57.57575757575758,49.86538461538462,0.285
25,22,88,1,85,75,89,8,14,13,0.9285714285714286,0.89,80.0,0.8,1,88.0,85.46428571428571,0.94
33,28,84,0,92,76,98,6,8,7,0.875,0.98,84.0,0.6,0,84.84848484848484,88.375,0.42
37,19,51,1,49,50,57,5,12,6,0.5,0.57,49.5,0.5,1,51.35135135135135,51.5,0.755
37,23,62,0,47,53,46,2,10,5,0.5,0.46,50.0,0.2,0,62.16216216216216,49.0,0.31
49,43,87,1,96,75,84,9,8,7,0.875,0.84,85.5,0.9,1,87.75510204081633,85.625,0.935
43,26,60,0,79,64,54,5,10,8,0.8,0.54,71.5,0.5,0,60.46511627906976,69.25000000000001,0.3
41,24,58,0,64,83,59,5,10,7,0.7,0.59,73.5,0.5,0,58.536585365853654,69.0,0.29
35,33,94,0,75,98,83,8,9,8,0.8888888888888888,0.83,86.5,0.8,0,94.28571428571428,86.22222222222223,0.47
45,37,82,1,67,65,81,6,10,7,0.7,0.81,66.0,0.6,1,82.22222222222221,70.75,0.9099999999999999
25,21,84,1,92,94,92,8,12,11,0.9166666666666666,0.92,93.0,0.8,1,84.0,92.41666666666666,0.9199999999999999
31,18,58,1,41,58,72,3,14,7,0.5,0.72,49.5,0.3,1,58.06451612903226,55.25,0.79
45,28,62,1,87,88,71,5,13,11,0.8461538461538461,0.71,87.5,0.5,1,62.22222222222222,82.65384615384616,0.81
46,30,65,1,67,83,87,6,12,9,0.75,0.87,75.0,0.6,1,65.21739130434783,78.0,0.825
28,25,89,1,94,95,84,9,8,7,0.875,0.84,94.5,0.9,1,89.28571428571429,90.12499999999999,0.9450000000000001
29,26,89,1,81,75,89,9,11,10,0.9090909090909091,0.89,78.0,0.9,1,89.65517241379311,83.97727272727273,0.9450000000000001
37,35,94,1,79,92,79,8,11,10,0.9090909090909091,0.79,85.5,0.8,1,94.5945945945946,85.22727272727273,0.97
40,24,60,1,62,62,68,5,8,6,0.75,0.68,62.0,0.5,1,60.0,66.75,0.8
39,28,71,0,59,61,64,6,9,7,0.7777777777777778,0.64,60.0,0.6,0,71.7948717948718,65.44444444444444,0.355
44,39,88,1,97,80,73,6,13,12,0.9230769230769231,0.73,88.5,0.6,1,88.63636363636364,85.57692307692307,0.94
32,19,59,1,42,49,42,3,11,7,0.6363636363636364,0.42,45.5,0.3,1,59.375,49.15909090909091,0.7949999999999999
43,21,48,1,45,70,50,4,9,5,0.5555555555555556,0.5,57.5,0.4,1,48.837209302325576,55.13888888888889,0.74
41,34,82,0,61,80,73,8,11,8,0.7272727272727273,0.73,70.5,0.8,0,82.92682926829268,71.68181818181819,0.41
30,14,46,1,61,53,45,5,13,6,0.46153846153846156,0.45,57.0,0.5,1,46.666666666666664,51.28846153846155,0.73
47,40,85,1,75,91,98,6,11,10,0.9090909090909091,0.98,83.0,0.6,1,85.1063829787234,88.72727272727273,0.925
31,25,80,0,59,60,69,5,14,9,0.6428571428571429,0.69,59.5,0.5,0,80.64516129032258,63.07142857142857,0.4
25,19,76,0,68,73,87,8,12,9,0.75,0.87,70.5,0.8,0,76.0,75.75,0.38
45,23,51,1,49,50,55,3,8,5,0.625,0.55,49.5,0.3,1,51.11111111111111,54.125,0.755
47,33,70,1,60,82,55,4,10,7,0.7,0.55,71.0,0.4,1,70.2127659574468,66.75,0.85
27,23,85,1,83,86,71,6,11,10,0.9090909090909091,0.71,84.5,0.6,1,85.18518518518519,82.72727272727273,0.925
37,35,94,1,94,87,80,9,8,7,0.875,0.8,90.5,0.9,1,94.5945945945946,87.12500000000001,0.97
37,26,70,0,64,66,83,5,10,8,0.8,0.83,65.0,0.5,0,70.27027027027027,73.25,0.35
27,23,85,1,80,75,79,8,13,12,0.9230769230769231,0.79,77.5,0.8,1,85.18518518518519,81.57692307692308,0.925
26,25,96,1,85,80,93,7,10,9,0.9,0.93,82.5,0.7,1,96.15384615384616,87.0,0.98
32,15,46,1,60,69,61,3,9,5,0.5555555555555556,0.61,64.5,0.3,1,46.875,61.38888888888889,0.73
49,41,83,1,73,85,86,4,9,8,0.8888888888888888,0.86,79.0,0.4,1,83.6734693877551,83.22222222222221,0.915
38,34,89,1,85,83,93,8,13,11,0.8461538461538461,0.93,84.0,0.8,1,89.47368421052632,86.40384615384616,0.9450000000000001
45,25,55,1,58,71,61,3,12,5,0.4166666666666667,0.61,64.5,0.3,1,55.55555555555556,57.91666666666667,0.775
49,35,71,1,55,56,78,7,14,10,0.7142857142857143,0.78,55.5,0.7,1,71.42857142857143,65.10714285714285,0.855
37,31,83,1,67,70,53,6,12,8,0.6666666666666666,0.53,68.5,0.6,1,83.78378378378379,64.16666666666666,0.915
38,34,89,0,82,78,78,7,8,7,0.875,0.78,80.0,0.7,0,89.47368421052632,81.375,0.445
36,25,69,0,69,87,61,7,13,10,0.7692307692307693,0.61,78.0,0.7,0,69.44444444444444,73.48076923076923,0.345
36,25,69,0,80,79,81,5,10,8,0.8,0.81,79.5,0.5,0,69.44444444444444,80.0,0.345
44,36,81,0,60,85,84,6,9,6,0.6666666666666666,0.84,72.5,0.6,0,81.81818181818183,73.91666666666666,0.405
31,23,74,1,57,85,68,6,12,10,0.8333333333333334,0.68,71.0,0.6,1,74.19354838709677,73.33333333333334,0.87
41,22,53,1,72,51,49,1,14,9,0.6428571428571429,0.49,61.5,0.1,1,53.65853658536586,59.07142857142858,0.765
45,27,60,1,58,71,80,6,10,8,0.8,0.8,64.5,0.6,1,60.0,72.24999999999999,0.8
33,19,57,1,68,83,60,6,8,6,0.75,0.6,75.5,0.6,1,57.57575757575758,71.5,0.7849999999999999
