Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Performance
41,25,60,1,76,88,61,4,10,8,Medium
49,38,77,1,83,66,88,8,10,8,Medium
26,20,76,1,64,61,64,6,8,6,Medium
22,17,77,1,57,58,70,8,14,11,Medium
23,21,91,1,98,75,74,6,10,9,High
22,16,72,1,59,84,50,4,14,11,Medium
24,23,95,0,75,92,87,7,13,12,High
37,19,51,1,42,53,51,2,8,5,Low
44,42,95,1,92,82,84,9,11,10,High
33,27,81,0,57,66,53,6,10,8,Medium
28,17,60,1,53,50,45,5,14,7,Low
24,16,66,0,58,86,76,6,8,5,Medium
31,28,90,0,98,80,96,7,13,12,High
29,26,89,1,89,97,99,7,14,13,High
38,29,76,1,71,81,68,7,9,6,Medium
30,20,66,1,82,58,68,4,10,6,Medium
37,17,45,1,56,69,42,5,8,3,Low
38,28,73,1,63,81,64,6,8,5,Medium
26,23,88,1,76,99,94,7,11,10,High
32,14,43,1,42,49,67,1,10,4,Low
47,42,89,0,99,93,76,6,11,10,High
23,18,78,0,77,61,73,7,12,8,Medium
20,18,90,0,94,97,81,7,8,7,High
41,37,90,1,95,76,99,6,14,13,High
45,29,64,1,75,65,73,6,12,8,Medium
34,20,58,0,64,81,81,6,14,12,Medium
43,38,88,0,78,81,79,6,10,9,High
47,29,61,1,60,48,49,4,10,5,Low
47,35,74,1,71,69,81,5,9,8,Medium
36,22,61,0,81,67,58,4,14,9,Medium
49,37,75,1,57,64,64,7,10,7,Medium
36,27,75,0,79,80,68,5,8,6,Medium
25,24,96,1,85,86,73,8,8,7,High
43,35,81,1,64,57,84,6,9,7,Medium
48,29,60,0,73,70,65,4,9,6,Medium
36,15,41,1,56,64,63,3,10,5,Low
35,27,77,0,56,68,78,6,11,7,Medium
36,33,91,0,89,95,76,8,9,8,High
48,47,97,1,98,95,91,7,9,8,High
36,25,69,0,80,79,81,5,10,8,Medium
47,41,87,1,76,81,82,7,8,7,High
44,40,90,0,75,98,93,8,13,12,High
24,11,45,1,43,74,58,3,12,5,Low
39,36,92,1,90,84,92,8,8,7,High
29,18,62,1,78,68,70,6,9,8,Medium
21,10,47,1,73,51,58,4,9,4,Low
47,40,85,1,88,79,99,9,9,8,High
32,24,75,1,85,71,55,5,14,10,Medium
27,26,96,1,97,92,73,6,14,12,High
29,26,89,0,88,83,90,8,12,11,High
32,13,40,1,41,60,61,5,9,5,Low
21,20,95,0,76,88,98,9,9,8,High
22,17,77,1,71,63,77,7,9,7,Medium
32,15,46,0,49,48,60,2,9,4,Low
41,26,63,1,45,70,41,1,14,6,Low
27,25,92,1,86,95,84,8,11,10,High
36,34,94,1,77,89,75,7,12,11,High
23,13,56,1,52,68,61,3,13,8,Low
47,40,85,1,85,95,75,7,11,10,High
49,32,65,0,72,79,63,7,14,9,Medium
23,22,95,1,95,93,89,7,13,11,High
28,17,60,1,71,63,63,6,13,9,Medium
48,29,60,1,70,62,58,6,12,9,Medium
31,25,80,1,55,88,77,4,11,7,Medium
44,26,59,0,79,71,53,4,8,7,Medium
22,21,95,1,90,95,79,7,11,9,High
31,20,64,1,63,63,87,5,10,7,Medium
37,26,70,1,69,75,56,6,14,9,Medium
36,24,66,1,69,76,63,7,8,6,Medium
49,34,69,1,79,69,77,8,13,8,Medium
45,36,80,1,71,74,82,6,10,8,Medium
39,33,84,1,88,91,80,7,10,9,High
35,21,60,0,68,59,50,3,10,5,Low
42,22,52,1,58,48,69,4,8,3,Low
35,31,88,0,77,75,85,7,14,12,High
42,21,50,0,64,62,40,1,14,8,Low
24,12,50,1,60,60,67,5,10,4,Low
46,38,82,1,81,69,54,7,14,12,Medium
31,29,93,0,99,99,79,7,10,9,High
44,32,72,1,65,89,89,6,9,5,Medium
30,22,73,0,86,67,69,5,14,11,Medium
43,26,60,0,83,72,52,5,12,10,Medium
31,23,74,1,75,67,60,6,13,10,Medium
28,22,78,0,83,64,61,5,8,6,Medium
34,31,91,1,95,91,92,7,9,8,High
27,14,51,0,59,57,55,3,13,5,Low
26,22,84,1,96,86,71,9,8,7,High
27,17,62,0,61,89,68,5,9,7,Medium
45,22,48,0,43,73,59,1,10,4,Low
22,20,90,1,83,83,95,9,8,7,High
22,19,86,0,75,84,78,9,12,11,High
37,36,97,1,89,76,97,7,10,9,High
48,42,87,1,80,86,73,6,12,10,High
40,21,52,0,71,60,51,1,8,4,Low
38,17,44,0,67,55,58,6,12,6,Medium
39,37,94,1,96,93,86,6,13,12,High
37,31,83,1,82,78,74,9,11,10,High
31,29,93,1,98,83,82,9,13,12,High
36,22,61,1,56,79,72,8,12,9,Medium
36,22,61,1,42,68,43,3,12,7,Low
22,17,77,0,62,79,88,6,9,7,Medium
34,23,67,1,88,64,65,6,10,6,Medium
36,25,69,1,57,89,56,6,10,8,Medium
34,29,85,1,85,89,81,6,14,13,High
26,25,96,1,94,86,94,8,12,10,High
29,23,79,0,86,74,84,6,10,7,High
42,20,47,1,54,69,70,3,8,5,Low
21,14,66,0,79,75,86,4,9,8,Medium
26,16,61,1,67,84,69,8,13,9,Medium
45,38,84,1,85,77,71,9,12,10,High
40,37,92,1,96,92,75,7,10,9,High
46,28,60,1,70,57,63,4,9,7,Medium
40,35,87,1,77,90,75,7,14,13,High
48,39,81,0,57,69,61,5,11,7,Medium
45,30,66,0,78,60,88,5,14,12,Medium
48,44,91,0,76,83,96,6,8,7,High
49,42,85,0,89,84,93,7,9,8,High
35,32,91,1,89,86,83,6,13,12,High
47,35,74,0,75,63,75,5,11,9,Medium
40,21,52,1,40,59,63,1,10,4,Low
41,32,78,1,74,68,73,7,14,10,Medium
28,12,42,1,58,56,40,2,9,3,Low
42,32,76,1,58,70,55,7,14,12,Medium
47,43,91,1,89,98,94,7,9,8,High
36,33,91,1,84,79,70,9,13,12,High
29,26,89,1,90,77,92,6,14,13,High
24,19,79,1,73,63,78,7,12,7,Medium
28,21,75,0,58,77,59,4,14,11,Medium
48,29,60,1,51,51,69,3,9,4,Low
37,31,83,1,90,85,90,8,13,12,High
39,26,66,0,87,57,54,7,10,8,Medium
20,19,95,0,76,93,88,6,9,8,High
22,21,95,1,97,89,77,6,12,11,High
22,18,81,1,98,75,96,9,14,13,High
28,17,60,0,74,58,83,4,9,8,Medium
44,30,68,1,65,63,52,4,12,8,Medium
34,24,70,0,77,60,81,8,8,6,Medium
49,42,85,1,84,94,93,6,12,11,High
27,23,85,1,80,84,81,7,11,10,High
22,20,90,1,83,82,96,9,14,12,High
46,44,95,1,80,98,91,9,9,8,High
38,35,92,1,93,91,78,8,14,13,High
45,30,66,1,69,67,85,8,11,8,Medium
34,29,85,1,87,77,96,9,13,12,High
34,33,97,0,98,81,95,9,14,13,High
41,19,46,1,52,65,42,4,10,4,Low
47,46,97,1,98,87,79,8,8,7,High
25,24,96,1,98,97,70,9,10,9,High
25,16,64,0,62,59,62,8,10,7,Medium
30,18,60,1,64,83,83,8,14,12,Medium
29,28,96,1,97,96,71,8,10,9,High
42,36,85,1,78,94,99,8,11,9,High
24,12,50,0,52,74,64,2,9,4,Low
44,42,95,0,78,77,99,8,10,9,High
30,22,73,1,70,70,89,6,11,9,Medium
35,22,62,0,59,85,77,4,9,7,Medium
49,21,42,0,50,53,68,2,12,6,Low
45,23,51,1,51,69,41,6,14,6,Low
29,18,62,1,55,63,89,7,10,8,Medium
45,40,88,1,77,90,74,7,10,9,High
44,20,45,1,74,56,54,2,8,4,Low
33,30,90,0,97,90,85,7,12,10,High
20,16,80,1,80,58,58,4,12,8,Medium
44,43,97,0,90,84,76,9,9,8,High
41,29,70,0,70,63,64,6,14,10,Medium
28,25,89,1,95,75,70,6,9,8,High
27,20,74,1,69,60,77,5,13,8,Medium
41,36,87,1,77,88,94,9,8,7,High
32,22,68,0,60,88,64,5,9,7,Medium
24,16,66,1,77,64,59,7,8,6,Medium
20,12,60,0,64,58,77,4,11,8,Medium
42,31,73,0,64,64,58,8,14,10,Medium
28,20,71,1,78,61,78,6,12,7,Medium
24,18,75,0,74,67,53,7,13,11,Medium
41,22,53,1,72,51,49,1,14,9,Low
20,17,85,1,81,81,84,6,13,12,High
37,26,70,0,64,66,83,5,10,8,Medium
38,30,78,1,73,59,50,8,14,11,Medium
34,26,76,1,60,81,69,7,13,8,Medium
23,19,82,1,92,99,94,7,10,9,High
32,27,84,1,83,78,86,6,8,7,High
25,24,96,1,75,99,85,9,9,8,High
45,38,84,1,79,86,87,9,10,9,High
25,20,80,0,73,83,57,5,14,9,Medium
28,17,60,1,60,81,78,8,8,7,Medium
41,36,87,1,88,84,95,7,12,11,High
21,10,47,1,54,52,64,2,13,7,Low
49,42,85,1,92,79,89,7,14,13,High
37,29,78,1,86,77,69,4,11,9,Medium
41,35,85,0,95,96,93,6,8,7,High
37,33,89,1,95,91,77,6,12,11,High
26,13,50,1,41,49,63,2,14,6,Low
49,38,77,1,64,79,88,8,10,6,Medium
22,13,59,0,44,73,45,4,10,4,Low
33,30,90,1,75,88,72,8,9,8,High
31,20,64,1,85,56,79,6,9,6,Medium
36,18,50,0,56,64,55,4,10,4,Low
36,23,63,1,62,69,82,4,14,12,Medium
22,20,90,0,95,92,80,8,12,11,High
25,21,84,1,94,99,93,7,8,7,High
45,41,91,1,88,88,96,9,13,11,High
47,20,42,0,41,45,68,2,9,5,Low
29,22,75,0,83,70,79,7,12,10,Medium
43,40,93,1,82,99,79,8,13,11,High
33,23,69,1,60,68,85,8,10,8,Medium
23,10,43,1,58,51,66,2,10,4,Low
26,24,92,1,75,97,85,7,8,7,High
21,16,76,1,72,80,67,6,8,6,Medium
38,15,39,1,43,59,45,3,8,3,Low
43,36,83,1,94,82,81,6,10,9,High
33,28,84,0,80,95,87,8,10,9,High
30,17,56,0,70,64,42,2,12,6,Low
29,27,93,0,77,82,77,6,13,12,High
30,28,93,1,85,98,76,9,8,7,High
35,31,88,1,92,92,95,7,11,10,High
29,20,68,1,87,80,84,6,8,5,High
20,16,80,1,79,78,69,4,13,10,Medium
25,23,92,1,88,85,90,7,12,11,High
35,21,60,1,64,75,53,4,12,8,Medium
44,42,95,0,93,83,70,9,11,10,High
44,31,70,0,71,55,71,6,11,7,Medium
37,27,72,1,80,59,52,7,9,7,Medium
22,11,50,0,50,65,51,3,14,6,Low
48,46,95,1,94,94,91,7,9,8,High
49,34,69,1,72,83,56,6,14,10,Medium
32,24,75,1,69,67,58,8,10,8,Medium
47,28,59,0,40,57,58,6,13,7,Low
46,22,47,0,60,68,55,1,12,6,Low
38,35,92,1,87,92,92,8,14,13,High
31,26,83,1,80,94,79,7,8,7,High
21,15,71,1,56,85,87,5,11,7,Medium
49,24,48,1,51,51,69,1,13,8,Low
20,18,90,1,93,75,80,7,10,9,High
21,19,90,1,99,85,87,9,8,7,High
36,27,75,1,84,65,81,5,14,9,Medium
48,45,93,1,99,86,74,8,9,8,High
48,21,43,1,50,67,45,1,10,6,Low
40,37,92,0,92,95,99,6,9,8,High
42,34,80,0,73,74,72,7,14,10,Medium
30,16,53,0,62,66,48,3,8,4,Low
31,30,96,1,90,97,83,7,9,8,High
23,19,82,0,87,73,75,8,14,12,Medium
22,19,86,1,98,80,82,9,9,8,High
43,39,90,1,89,80,81,7,14,12,High
29,27,93,1,90,96,81,8,12,10,High
39,19,48,0,41,57,73,5,11,5,Low
44,29,65,1,57,59,70,5,8,6,Medium
46,35,76,1,66,82,57,8,8,6,Medium
37,17,45,0,46,53,40,4,11,6,Low
49,44,89,1,85,81,75,7,9,8,High
46,42,91,1,79,83,88,9,10,9,High
39,31,79,1,56,82,54,6,8,5,Medium
38,25,65,1,74,85,57,7,8,5,Medium
20,8,40,1,74,45,66,3,13,7,Low
49,44,89,0,81,92,96,8,12,11,High
45,23,51,0,40,58,42,4,14,8,Low
42,21,50,0,57,61,68,4,8,4,Medium
47,44,93,1,80,96,91,7,9,8,High
40,28,70,0,89,84,88,5,12,9,Medium
24,19,79,1,76,62,58,8,14,10,Medium
29,17,58,1,45,57,45,1,13,7,Low
20,12,60,1,83,58,55,8,9,8,Medium
23,19,82,0,89,88,99,6,12,11,High
30,17,56,0,41,53,63,3,11,6,Low
33,23,69,0,82,71,61,4,13,11,Medium
21,17,80,1,86,66,66,6,9,6,Medium
35,20,57,1,65,45,47,5,10,6,Low
29,20,68,0,70,74,82,8,9,7,Medium
37,36,97,0,99,77,93,7,9,8,High
21,15,71,1,62,77,51,8,10,8,Medium
34,31,91,1,80,84,74,7,12,10,High
21,19,90,1,87,81,88,9,8,7,High
21,9,42,1,44,56,40,4,13,6,Low
21,19,90,0,90,78,91,9,9,8,High
43,41,95,1,80,81,87,6,14,13,High
37,32,86,1,94,93,84,7,11,10,High
20,11,55,1,51,72,66,3,9,4,Low
42,40,95,1,75,87,80,9,9,8,High
20,12,60,1,68,61,73,8,12,8,Medium
40,37,92,1,91,83,79,6,12,11,High
33,14,42,1,50,69,46,3,8,3,Low
48,25,52,0,56,66,46,1,9,4,Low
35,19,54,1,41,71,63,3,14,5,Low
35,18,51,0,51,55,64,3,14,6,Low
28,23,82,0,95,92,89,8,8,7,High
31,25,80,1,77,73,62,6,9,6,Medium
36,31,86,1,83,95,71,7,14,12,High
21,16,76,1,81,78,79,4,14,11,Medium
45,28,62,1,87,88,71,5,13,11,Medium
41,24,58,0,72,57,49,2,13,7,Low
43,24,55,1,44,73,59,2,12,6,Low
38,23,60,1,47,46,72,3,14,7,Low
43,42,97,1,91,75,88,6,8,7,High
27,19,70,0,58,77,70,6,10,6,Medium
49,37,75,1,79,71,60,7,11,8,Medium
35,24,68,1,89,70,74,8,10,7,Medium
20,18,90,0,85,86,95,8,14,13,High
41,37,90,1,88,93,82,6,14,13,High
37,23,62,0,56,73,81,7,14,10,Medium
39,23,58,0,79,66,57,7,8,6,Medium
32,31,96,1,91,85,71,6,12,11,High
32,19,59,1,55,72,67,4,10,6,Low
31,28,90,1,92,77,88,8,11,9,High
30,19,63,1,62,69,72,6,10,7,Medium
41,37,90,0,92,99,94,7,13,12,High
47,45,95,0,88,76,82,6,14,13,High
46,28,60,1,58,50,62,6,14,9,Low
27,23,85,1,90,96,74,9,9,8,High
39,24,61,1,53,54,40,5,8,4,Low
26,10,38,1,54,69,74,3,8,4,Low
36,22,61,0,87,69,52,5,14,9,Medium
41,26,63,1,85,62,78,4,12,10,Medium
33,22,66,1,61,89,50,8,12,9,Medium
45,43,95,1,83,82,77,7,14,12,High
31,26,83,0,56,62,59,4,10,7,Medium
28,13,46,0,47,48,56,2,12,6,Low
23,13,56,1,61,60,60,2,8,4,Low
27,12,44,1,73,53,61,4,13,7,Low
43,38,88,1,77,92,78,7,12,11,High
49,39,79,1,62,84,59,8,9,7,Medium
30,13,43,0,49,55,71,1,11,4,Low
25,18,72,0,70,84,54,5,14,12,Medium
45,41,91,0,83,77,85,6,14,13,High
47,40,85,1,92,90,85,9,14,13,High
24,22,91,1,87,99,80,9,9,8,High
22,19,86,1,83,93,94,6,14,12,High
25,16,64,1,73,63,65,4,10,7,Medium
31,27,87,1,94,94,87,8,12,10,High
34,13,38,1,47,48,48,5,10,5,Low
46,28,60,1,52,47,65,4,14,8,Low
22,13,59,1,60,60,59,1,14,7,Low
24,22,91,0,95,94,89,9,14,13,High
29,23,79,1,82,60,69,7,14,12,Medium
33,20,60,1,70,77,60,4,13,11,Medium
49,38,77,1,79,57,63,6,8,6,Medium
40,24,60,0,65,72,55,6,10,6,Medium
47,28,59,0,55,71,52,5,11,8,Medium
45,35,77,1,84,64,76,8,13,8,Medium
40,35,87,1,92,84,73,7,8,7,High
33,29,87,1,83,98,98,7,8,7,High
21,10,47,1,56,52,74,2,14,8,Low
41,38,92,0,79,85,70,8,8,7,High
39,25,64,0,70,57,71,7,12,8,Medium
24,22,91,0,80,78,76,7,13,12,High
24,15,62,1,52,51,66,3,10,6,Low
23,18,78,0,89,62,68,8,13,9,Medium
21,15,71,1,59,79,79,6,14,9,Medium
49,41,83,1,80,76,79,7,10,9,High
20,12,60,0,65,57,49,3,10,5,Low
33,32,96,1,98,87,99,7,12,10,High
33,22,66,1,55,73,53,5,8,6,Medium
25,10,40,1,51,63,47,1,10,4,Low
21,10,47,1,46,57,45,2,10,4,Low
30,29,96,1,85,79,78,8,13,12,High
49,32,65,1,74,63,53,5,11,9,Medium
20,19,95,1,94,86,89,9,8,7,High
20,12,60,1,57,66,87,7,13,9,Medium
26,19,73,1,76,71,82,5,9,7,Medium
25,10,40,1,64,60,61,1,11,6,Low
43,31,72,0,79,65,60,6,13,8,Medium
32,28,87,1,79,90,76,6,12,11,High
41,17,41,0,52,54,42,4,9,3,Low
22,17,77,1,64,72,84,6,13,10,Medium
37,26,70,1,67,64,55,7,11,8,Medium
34,18,52,1,49,60,43,6,10,4,Low
43,39,90,0,78,87,89,9,11,10,High
30,29,96,1,99,76,76,7,9,8,High
37,21,56,0,66,69,45,4,9,4,Low
21,12,57,1,66,58,84,6,11,7,Medium
26,22,84,0,83,76,92,6,13,12,High
39,23,58,1,49,66,69,3,13,8,Low
49,43,87,1,94,82,90,6,11,10,High
24,16,66,1,64,72,84,5,12,10,Medium
44,26,59,1,57,89,85,7,9,7,Medium
25,13,52,1,41,68,69,2,10,4,Low
25,17,68,0,88,61,61,6,12,9,Medium
22,14,63,0,72,55,51,6,13,8,Medium
45,34,75,1,59,65,61,8,8,6,Medium
40,21,52,0,43,54,53,2,11,5,Low
42,36,85,0,84,89,77,8,10,9,High
38,27,71,0,67,64,82,5,14,9,Medium
40,23,57,1,69,62,41,1,8,3,Low
28,17,60,1,78,75,77,5,13,11,Medium
32,27,84,1,56,76,58,5,10,7,Medium
39,23,58,0,48,57,72,4,9,4,Low
21,12,57,0,57,67,46,2,9,5,Low
30,25,83,1,75,91,94,9,10,9,High
44,19,43,1,74,51,40,3,10,5,Low
36,30,83,1,78,87,90,8,8,7,High
36,32,88,0,78,82,93,8,9,8,High
25,17,68,0,59,64,87,6,10,7,Medium
39,27,69,0,81,67,62,7,10,7,Medium
20,17,85,1,82,95,91,8,13,11,High
24,20,83,1,92,93,76,6,14,13,High
37,32,86,1,87,75,84,7,12,11,High
38,30,78,0,72,58,51,6,8,5,Medium
41,23,56,1,73,68,58,3,9,4,Medium
49,32,65,0,73,64,69,4,9,7,Medium
34,19,55,1,70,56,55,1,9,4,Medium
35,22,62,0,56,85,70,6,11,9,Medium
21,15,71,0,89,64,84,8,13,8,Medium
48,26,54,1,72,72,47,4,11,6,Low
38,34,89,0,82,78,78,7,8,7,High
39,38,97,1,81,90,89,6,14,13,High
44,18,40,1,42,54,69,5,8,3,Low
45,44,97,0,94,77,87,6,10,9,High
31,13,41,1,54,70,48,3,8,5,Low
28,12,42,1,40,45,47,6,12,5,Low
26,11,42,1,48,47,72,3,13,7,Low
28,27,96,0,85,97,89,6,13,12,High
46,43,93,1,82,95,91,9,13,12,High
25,23,92,0,75,86,97,7,12,11,High
27,11,40,1,63,57,47,5,10,5,Low
49,41,83,0,87,64,80,5,12,10,Medium
27,24,88,0,92,85,76,8,9,8,High
29,18,62,1,48,60,45,4,12,5,Low
26,18,69,1,83,76,75,5,11,7,Medium
26,13,50,0,71,54,49,1,9,4,Low
22,16,72,0,72,87,57,5,13,9,Medium
21,9,42,1,49,71,47,5,14,8,Low
24,23,95,0,94,92,81,8,10,9,High
25,22,88,1,93,97,88,8,12,11,High
35,29,82,1,96,80,74,6,9,8,High
37,31,83,1,86,73,63,5,13,8,Medium
32,22,68,1,80,87,73,4,10,6,Medium
42,26,61,1,83,78,66,4,8,5,Medium
46,31,67,1,58,71,79,4,8,5,Medium
27,23,85,1,75,76,89,6,14,13,High
44,17,38,1,63,60,46,3,13,6,Low
35,32,91,0,83,85,85,8,13,11,High
27,22,81,0,95,95,70,6,13,11,High
30,18,60,1,55,69,81,6,9,7,Medium
43,31,72,1,55,57,50,7,10,8,Medium
37,27,72,1,62,61,69,8,14,9,Medium
31,25,80,0,59,60,69,5,14,9,Medium
20,11,55,0,50,49,47,4,13,8,Low
31,14,45,0,74,74,48,1,9,4,Low
37,33,89,1,98,94,85,6,8,7,High
29,28,96,1,95,81,80,7,9,8,High
36,22,61,1,60,66,60,6,10,7,Medium
27,16,59,1,57,84,83,5,10,8,Medium
29,19,65,1,61,74,63,4,13,11,Medium
45,33,73,0,87,68,56,6,11,7,Medium
29,12,41,1,41,46,73,2,11,6,Low
33,13,39,1,61,68,74,5,10,4,Medium
20,12,60,1,70,79,55,6,12,10,Medium
25,14,56,1,69,65,45,4,13,8,Low
37,30,81,1,62,62,61,8,10,7,Medium
38,29,76,1,67,61,65,6,12,8,Medium
35,27,77,0,72,57,85,6,12,10,Medium
28,23,82,1,87,92,94,8,10,9,High
27,20,74,1,73,72,88,8,12,7,Medium
31,17,54,1,41,72,66,4,11,6,Low
27,24,88,1,99,97,95,7,10,9,High
28,27,96,0,98,96,89,6,9,8,High
22,21,95,1,99,95,91,9,9,8,High
36,23,63,1,56,57,51,7,13,11,Medium
25,15,60,1,72,60,62,6,8,5,Medium
33,32,96,0,78,98,75,9,14,13,High
37,34,91,1,84,90,97,9,11,9,High
46,34,73,1,78,66,66,8,11,8,Medium
36,17,47,1,65,60,53,4,14,8,Low
40,39,97,1,95,97,90,9,14,13,High
36,33,91,1,83,91,78,7,10,9,High
34,22,64,1,47,48,44,1,11,5,Low
35,27,77,1,88,70,85,4,8,5,Medium
23,15,65,1,88,64,71,7,13,8,Medium
42,33,78,1,86,86,75,4,13,9,Medium
33,17,51,1,43,54,64,6,10,4,Low
34,32,94,0,76,88,91,8,9,8,High
33,27,81,1,74,75,80,8,9,5,Medium
32,19,59,1,63,55,59,7,11,8,Medium
36,23,63,1,81,73,59,7,14,9,Medium
49,45,91,1,98,94,96,9,14,12,High
30,22,73,0,59,83,56,6,9,6,Medium
21,19,90,0,84,82,71,9,8,7,High
47,36,76,1,73,77,71,8,10,7,Medium
46,40,86,1,88,77,89,8,11,10,High
43,17,39,1,55,73,42,2,8,3,Low
42,32,76,1,58,57,65,8,13,9,Medium
25,22,88,1,83,96,82,9,14,13,High
47,33,70,1,68,74,87,7,12,10,Medium
23,21,91,1,78,75,72,8,14,13,High
43,25,58,1,55,68,46,1,8,3,Low
48,42,87,0,78,94,98,8,8,7,High
35,32,91,1,95,78,71,9,12,11,High
47,41,87,0,77,78,73,8,13,12,High
23,22,95,1,95,77,74,7,12,11,High
48,32,66,0,73,77,70,7,11,8,Medium
40,25,62,1,67,64,53,8,10,7,Medium
39,26,66,1,69,79,87,8,8,6,Medium
42,36,85,1,84,80,70,7,10,9,High
41,32,78,0,76,74,63,7,9,6,Medium
21,12,57,0,65,58,84,7,13,10,Medium
29,11,37,1,42,57,59,6,12,5,Low
30,27,90,1,92,82,84,9,12,11,High
34,16,47,1,42,73,44,6,8,3,Low
21,9,42,0,60,72,55,2,13,6,Low
47,26,55,1,67,51,71,3,9,4,Low
32,22,68,0,59,81,57,7,8,5,Medium
40,33,82,1,73,73,65,6,12,9,Medium
25,10,40,0,72,59,53,2,12,6,Low
32,26,81,0,77,82,75,4,12,8,Medium
42,33,78,1,61,79,50,8,9,7,Medium
32,15,46,1,55,61,68,4,10,4,Low
30,14,46,1,48,66,51,4,9,5,Low
48,36,75,0,73,85,65,6,14,9,Medium
35,24,68,1,88,61,65,6,14,11,Medium
22,21,95,0,81,82,72,9,13,12,High
34,17,50,0,62,49,66,3,12,7,Low
20,19,95,1,98,87,98,9,9,8,High
25,16,64,1,72,73,86,5,13,9,Medium
32,17,53,1,46,68,63,4,12,7,Low
22,14,63,1,73,79,89,6,9,6,Medium
20,17,85,1,91,94,72,7,10,9,High
26,16,61,1,44,72,43,1,12,6,Low
45,18,40,1,45,68,54,3,12,5,Low
49,35,71,1,86,59,58,7,8,5,Medium
36,27,75,0,65,74,68,5,13,9,Medium
25,20,80,0,83,70,64,6,13,9,Medium
25,13,52,1,64,48,43,2,11,5,Low
47,39,82,1,86,70,62,4,12,10,Medium
23,12,52,1,62,73,47,2,12,6,Low
24,22,91,0,83,75,74,9,14,13,High
33,25,75,1,66,73,85,6,12,9,Medium
40,37,92,1,94,93,86,9,14,13,High
27,18,66,1,55,63,84,6,12,8,Medium
35,22,62,1,83,86,51,4,13,9,Medium
30,13,43,0,52,51,57,1,11,6,Low
37,18,48,1,41,50,42,4,11,5,Low
23,17,73,1,76,68,85,7,11,9,Medium
44,42,95,1,93,97,99,9,11,10,High
40,33,82,1,70,84,72,7,11,8,Medium
48,28,58,1,49,49,64,3,11,6,Low
20,10,50,1,42,53,51,3,12,7,Low
38,20,52,1,54,57,49,2,8,3,Low
20,9,45,0,53,59,62,5,14,6,Low
40,39,97,1,80,76,92,9,12,11,High
27,23,85,0,97,89,74,8,8,7,High
46,25,54,1,72,48,53,4,9,4,Low
29,21,72,1,64,71,71,8,11,7,Medium
37,22,59,1,59,50,68,4,12,6,Low
49,35,71,1,55,56,78,7,14,10,Medium
40,30,75,0,79,72,55,8,8,6,Medium
24,18,75,1,67,65,78,4,14,9,Medium
42,32,76,0,83,67,87,4,8,5,Medium
22,16,72,1,56,80,73,6,12,7,Medium
23,11,47,1,47,54,51,2,12,5,Low
24,23,95,1,98,89,81,9,8,7,High
43,37,86,0,80,84,84,8,8,7,High
29,27,93,1,78,84,76,6,12,11,High
47,42,89,1,94,87,96,6,9,8,High
31,22,70,1,66,71,67,4,8,5,Medium
40,24,60,1,81,68,56,8,10,6,Medium
43,25,58,1,62,54,40,5,13,7,Low
45,27,60,0,71,57,44,2,12,5,Low
47,29,61,1,58,55,44,3,9,5,Low
20,16,80,1,67,62,88,8,13,8,Medium
43,31,72,0,56,80,57,5,14,10,Medium
44,25,56,0,73,63,50,6,13,6,Medium
44,32,72,1,83,56,60,4,13,11,Medium
48,33,68,1,67,68,73,5,11,9,Medium
43,30,69,0,57,57,53,6,8,5,Medium
22,15,68,1,77,71,71,8,13,10,Medium
35,34,97,1,82,93,94,8,10,9,High
33,24,72,1,82,63,50,6,8,7,Medium
43,41,95,1,86,90,88,7,12,11,High
41,37,90,1,92,85,74,7,11,10,High
30,18,60,1,87,67,81,6,8,6,Medium
46,38,82,1,55,63,64,8,11,8,Medium
46,45,97,1,78,78,72,8,10,9,High
37,32,86,0,94,88,73,8,8,7,High
21,16,76,1,81,62,53,4,11,8,Medium
48,22,45,1,50,54,70,6,10,6,Low
43,26,60,1,60,58,59,5,13,7,Low
40,33,82,1,66,79,51,8,12,8,Medium
49,45,91,1,75,97,93,9,14,13,High
33,20,60,1,49,71,50,3,8,4,Low
29,18,62,1,72,85,89,6,12,8,Medium
27,25,92,1,98,82,99,6,13,11,High
27,16,59,1,41,45,44,2,8,4,Low
21,14,66,0,69,76,79,8,9,8,Medium
22,21,95,1,76,81,97,9,9,8,High
48,38,79,1,70,72,64,6,8,6,Medium
27,16,59,1,47,52,50,1,9,4,Low
36,21,58,1,60,55,62,3,9,4,Low
43,34,79,1,64,67,69,6,13,9,Medium
48,28,58,0,65,58,42,5,9,3,Low
41,28,68,1,63,82,77,8,14,9,Medium
29,26,89,0,83,92,97,6,12,11,High
45,27,60,0,44,61,48,2,14,8,Low
33,25,75,1,57,64,77,5,8,6,Medium
28,19,67,1,61,72,70,4,14,9,Medium
21,12,57,0,72,82,61,6,8,7,Medium
31,16,51,1,52,48,68,6,9,4,Low
22,20,90,1,88,92,88,9,8,7,High
36,31,86,0,89,82,92,8,10,9,High
27,14,51,1,45,54,64,6,9,4,Low
21,19,90,1,77,75,72,9,8,7,High
26,12,46,0,40,64,42,4,11,5,Medium
21,19,90,1,88,96,99,8,9,8,High
30,28,93,0,79,86,70,8,9,8,High
36,15,41,1,42,47,53,3,11,5,Low
